Datum;Rating;Ldfnr;Produkt;Version;Bemerkungen;vorinstall;Quelle;Lizenztyp;Lizenzgeber;Lizenzbestimmungen;instlocation;Herstellerwebsite;Link;BMIcon
"2024-12-01 12:45:03";"7";"647";"Autokennzeichen - Kfz Kennzeichen";"1.0";"Kfz-Kennzeichen mit erweiterten Daten wie Landkreis und Herleitung";"";"";"";"";"";"";"https://github.com/openpotato/kfz-kennzeichen/blob/main/src/de/kennzeichen.csv";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACpklEQVQ4jW2SQWucVRSGn3Pu/WYmTUnJJDVSsKnxa5O0FMFNK9SFexHElQu7EN0oCt0ILQquxIUi2Fqx+gcERXFbUaqrCorFWDuJTDKWNEQbO5bWJN/ce46LTOgQ+q7OhXPPy/ucI2xJAAeYLGceD6F4UeFJhwfBRZAVQ741S58sLVy9zIBkoC6mZo6+I/CyqDZwx90dQEQEEdx83d3Ptlu/ngZse4BCWUzNND6PsXjKzGDr38D8e28NSkq9L9rX5p4DcgB8anrfe7Va7WRK6Zvs+Q1BxlVkr7mtOHRFpHD8ck75NO67arX60yOj4/Vba39dlAPl7PEQ46UQi5B61cft1twrQDx06NGJqvp3DSDX683rrdZNoJqaPvp+LIpXc+5tpl4+ETWEl0S15pYRSEAA8vz8leUBPjf6eYLgycyCiO5StRdUhCdwdzNf3+ilD4Hcbx4EvF3nRO88lu/g7iJyQh3ZJ4iA/73cvrbYb7QBctsUHaDTav3pcEMEBHlYAfEt7MPNZjm0w3mnZGJiouEw4i6CEFSEDu6IyNjuseJY3yneJ0IEvL5n7LiKPNC/kY6S7QdUAblbxPjp5MGDs2zB3Bkh7S8PHylCOAsgKuLu38tkOftYjPEnc/9ARR7SEJ4xy19ZtrcW53+7ArC/PHykKOLr7v6sigwDyd0t53xMO3/8/rO7fRRDeK2qqrctp3dxdv+3mW7fs682BE6qyLA76xpCdOzc0sLVXxTQdt485WaX6o36Z+b2o5udWe20tjfC9ZSWzX0VIIQwlFP6up02zwA6AOpA45HpkQsa9XnLxtrG7dHu0lIXoFmWI6NxqCui2SxfaLfmTgEV/avrU+6mW2urX+4Z3/uduN9cydVFut0EsP5Pk9Gxop6Tv7m4MHd+4Nj4HxrWR3D6SUWaAAAAAElFTkSuQmCC"
"2022-09-20 16:15:19";"7";"19";"Avidemux";"2.8.1";"Videobearbeitungs-Werkzeug (ähnlich Virtualdub aber aktueller, Installer auch im Paket Video-Tools), zum schneiden und konvertieren von Videos. Zahlreiche Effekte wie Titeleinblendung und Timelapse und Crop stehen zur Verfügung. Viele Ausgabeformate können konvertiert werden. Bugfixes und Verbesserungen in der Geschwindigkeit. Nightly builds unter: avidemux.org/nightly/vsWin64/";"Deploy, Repack";"Internet";"GPL-Lizenz, kostenfrei";"GPL";"im Installationspaket";"c";"https://sourceforge.net/projects/avidemux/files/";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAABx0lEQVQ4jXWSv2sUQRTH33uzl91EL1zUQ6MWClopBBtFsEojNikExV+FYKFGBMF/wyaQWkJEe40isU3uFm1EYiKaKgn48zz0kvP2dnfe12L2lk0032KYgZnPzOe9YQBUiFsyMwBSZWNoc7h4AAATETNUWYSIkkajNVfrrqx6Q5Xq1cvsed6m00RgJlUWsVH0ZWKyVQv9gwc6n5bJyJ5LF9nzCICqulGttUmiQLS2tjB69u2Jk52VVQDa2wOA8E/Sdnvx3Fi4c9evufkM1CMC8HJRjeM/C++l1Pdz5vnv+dqOkRHxg/XXb/zDh0rVKlSJOZNWa8WY9tLS5wcT2ums10MiKp8+ZQYHEcf7798bOH4MgIhklXGX2jgB8PXhVFjevTh23na7Cmjvnfkkc7DWqmrSar07MxpW9jZfzgKwSZILIJfO8EkC4Nv043p/5cOFK5qmaq2jFI0BiGsqi2gU/Xj0hAN/ePwmGwNVdpaFkYgoxzeeztQHhj5eu65WNU1z5JYIABYDa79PTXPg77tzmyX7L1u+WRaHb86+qvWVl2/cclXeDg9AWASqzWcv+o8eGb47npViO7xrHADd2OBSSYIAQEHwP/kLSma+L3Em1tQAAAAASUVORK5CYII="
"2022-07-10 11:46:50";"9";"441";"Azure - Adminportal virt. Server";"1.0";"zum Administrieren von Azure Server-Umgebungen und Defender-Virenschutz. Mit Firmenkonto - bestenfalls gesichert über Multifaktor (Authenticator App)";"";"";"";"";"";"";"https://portal.azure.com/#view/HubsExtension/BrowseResource/resourceType/Microsoft.Compute%2FVirtualMachines";"1";"data:image/x-icon;base64,AAABAAEAEBAAAAEACABoBQAAFgAAACgAAAAQAAAAIAAAAAEACAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAeTvf/ALp//wC5///vpAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AQEBAQEBAQEBAQEBAQEBAQMDAwMDAwMBAQICAgICAgEDAwMDAwMDAQACAgICAgIBAwMDAwMDAwEAAgICAgICAQMDAwMDAwMBAAECAgICAAEDAwMDAwMDAQACAgICAgIBAwMDAwMDAwEAAQIAAgECAQMDAwMDAwMBAAAAAQAAAAEBAQEBAQEBAQEBAQEBAQEBAAAAAAAAAAEBAQEBAQEBAQAAAAAAAAABAQEBAQEBAQEAAAAAAAAAAQEBAQEBAQEBAAAAAAAAAAEBAQEBAQEBAQAAAAAAAAABAQEBAQEBAQEAAAAAAAAAAQEBAQEBAQEBAAAAAAAAAAEBAQEBAQEBAf//AAABAQAAAQEAAAEBAAABAQAAAQEAAAEBAAABAQAA//8AAAEBAAABAQAAAQEAAAEBAAABAQAAAQEAAAEBAAA="
"2020-04-10 08:00:37";"9";"260";"Azure - Preisrechner";"1.0";"Microsoft Cloud Ressourcen (virtuelle Server, Storage, Backup, Dienste) zusammenstellen und monatlichen Miet-Preis errechnen";"";"";"";"";"";"";"https://azure.microsoft.com/de-de/pricing/calculator/";"1";"data:image/x-icon;base64,AAABAAEAEBAAAAEACABoBQAAFgAAACgAAAAQAAAAIAAAAAEACAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAeTvf/ALp//wC5///vpAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AQEBAQEBAQEBAQEBAQEBAQMDAwMDAwMBAQICAgICAgEDAwMDAwMDAQACAgICAgIBAwMDAwMDAwEAAgICAgICAQMDAwMDAwMBAAECAgICAAEDAwMDAwMDAQACAgICAgIBAwMDAwMDAwEAAQIAAgECAQMDAwMDAwMBAAAAAQAAAAEBAQEBAQEBAQEBAQEBAQEBAAAAAAAAAAEBAQEBAQEBAQAAAAAAAAABAQEBAQEBAQEAAAAAAAAAAQEBAQEBAQEBAAAAAAAAAAEBAQEBAQEBAQAAAAAAAAABAQEBAQEBAQEAAAAAAAAAAQEBAQEBAQEBAAAAAAAAAAEBAQEBAQEBAf//AAABAQAAAQEAAAEBAAABAQAAAQEAAAEBAAABAQAA//8AAAEBAAABAQAAAQEAAAEBAAABAQAAAQEAAAEBAAA="
"2024-11-30 21:47:21";"6";"624";"Azure Gesamtkostenrechner (TCO)";"1.0";"vergleicht und errechnet den Unterschied zwischen ON-Premises Hardwarebeschaffung und Räumlichkeiten gegenüber Anmietung in Microsoft Azure Cloud.";"";"";"";"";"";"";"https://azure.microsoft.com/de-de/pricing/tco/calculator/";"1";""
"2023-02-06 09:43:34";"9";"556";"Azure vpn erlaubte Router";"1.0";"Auflistung der von Microsoft für die Azure-Anbindung via Azure vpn Gateway erlauben bzw. unterstützten Router und Firewalls. Zur Absicherung der Clouddienste wie AVD und der Server ist immer eine CloudGen-Firewall empfehlenswert. Bei manchen Herstellern wie Barracuda entfällt dann das Gateway, da sich die Standort-vpn-Router mit der CloudGen-Firewall verbinden und so ein zentraler Internet-Breakout geschaffen wird";"";"";"";"";"";"";"https://docs.microsoft.com/de-de/azure/vpn-gateway/vpn-gateway-about-vpn-devices";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAQklEQVQ4jWP87if3nwEH4Nz0iLF+FwNO+UY3BkYmXJLEglEDqGAAxYCRYcl7nPHMECPI+H8n7nTA6D6aDgaHARQDAKgRDRsLiHU6AAAAAElFTkSuQmCC"
"2024-01-24 10:03:46";"1";"593";"Backup Exec";"22.2";"Backup Lösung von Veritas. Für die Cloud wird Azure Backup verwendet, für  die On-Prem-Nutzung Veeam Backup and Replication empfohlen";"";"";"";"Veritas";"";"sx";"";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADkAAAA5CAYAAACMGIOFAAAABGdBTUEAALGPC/xhBQAAAAFzUkdCAK7OHOkAAAAgY0hSTQAAeiYAAICEAAD6AAAAgOgAAHUwAADqYAAAOpgAABdwnLpRPAAAAAZiS0dEAP8A/wD/oL2nkwAAAAlwSFlzAAAASAAAAEgARslrPgAACRNJREFUaN7dmttPW9kVh799fAWDwcEXMCQk6SQzEwghXAwJSWZG1ahVq1H7N1StVKlSHypVfei/UGmk9q0PlapWfZ5Oqz62agmE60ASyCQwGcgFjMHGGBtjm+O9+8AkbcLZxoAh027Jlnz23svnO2ed3157rSOUUor/82b/7x9KKTJLyxSzWRBi72ilsNfU4GlqRFj1H3MrZDJkV2Kguy9CUNMcxl5VVRrywe//wNInnyIM49X5CqSUeDvaufXxr3DWeU8ccuGvf2P2498gsIBUCnswwM1ff0z9+XN6SMMwCHV28PSPf0LkC4B4zY4iffc+G3NzBHt7ThTQzOVYG7qDuRLDsNn29EtZxHelg+pQcE+f8fqBho7LVDU37/4Q4pWPMAx2kkmio+MnCgiQWVomMX0Pw2bsOS+EALudQH8fTo9nf0hPUxP+nm6ktPZ7IRVrY+PkN9MnChmfmmZndVWrFU6/n8a+iOXcPZCG3Y4/0oNR5baGNAw2Zz9nc2HhxACluUN0cAhp8QjtMkpq3r6A99zZ8iABgt1duBpDKCktKAXF1CaxkdETg0w/e07q/qxW0ZVhI3xjAIenunzI6sZG6jou6//VNFkdHcfMZk8EMnFvhuzS0h7F3yVUOE75aOi+qp1vCWl3OQl/8B7K6bCcJAyD1MwD1h/NHztgsVAg+s9BRGHHsl9JSV3bJXxvXzwYJEDwSgfVLc1al91JJIhPfnbskNlojPWpu/oBdhuB/oilqu4LWdPSTH17G9ZRn0JIyfLgEIWt43XZ2OQkueiK1lXtdXU09feVtKGFNBwOGm9cx3C5YE+EIRDCYGtujvTi4rEBFs0d1sbGUblty34lJXWX3qVWo6r7QgI0XO3EHvBbx4pCUFhLEBubODbIbHSFxMRnGIb1aSrDwB/pwbVPiFkSsqa5mYbODpQmMMA0iY+OsbO9zXG05MwDcstRbQDg8NUT6uvd105JSEeVm0BfLzjslv3CMFi/d5/M0+cVB1RSsnx7CLWdwzoAUFSfO0t9CVUtCxIgFOnFHQppXBZ24uvEJicrDpmNrZKcvo92QycEoRvXcHrrjg5Zc7qF6tYz1ksJAlUoELs9TLFQqChkYmaWzMICWD6PClHlItjVRTnb2n0hHdXV+Dova/4MDEOQmv2czSdPKwYoi0Vid0ZgO2c9QCnc4fC+qlo2JED4vVsY3lqNyxrklpcrGhjkk0nWRsb0F0EqAn0RPOHGykHWX3gL79sX0KWDhGkSHRzCzOUrAplZfEo+uqINyI3qKvx9vRg2e1n2yoJ0+3wE+iIonf+LXZfNJeIVgVy+cwcznbZcOpSUuMNhQl2dZdsrCxIg2NeLo85r6bJCCArxOMkKBOyFTIb42CSYRc0IxamuTqqDwbJtlg156t13qDrbqsmUCYrZLNHB2xw1w5mcmyf18KF1rAoop5PGgWsYDkfZNsuGdNbXEyzhskJBcuou2/GjuWxicgpzPWkd5UiJp7kZ/+X2A9ksG9IwjN3op9p69y2EIP34S5IPHh4acGcrS3RoGGG5JoNUCu/lNmpOnz4eSICGtjZqv3Feu8eUW1usjo4d2mXTT56QeTSvVVXhcu7ujBzlqeqhIKsCfnxXr6BDEApid0bJb2wcCjI2OkZ+LQ5Ck+YIBPB3XT2w3QNBCiFoee8WNo9Hq7LZLxeI35s58IkUMlus3L6DME3LeFVKSaC3m9qWluOFBKi/9C5V51qtXVIIzM00qyNjwMFcNv3kCcmZGYRhWM40XE6C/RHsLufxQ1YH/Ph7u5EaCAHEx8fZTqwfyO7q2ATF9Q2tqjpDIYI9XQcGPBSkMAyCkciuy2Ltsun5L9mcf1y2zWIux+rIKGpHk5EDvG2X8LwoXxw3JECws4OqlmbrjIEQyEyapaHhsu2lFhZJzT7QpzlsNsI3B7C73WXbPDKk29+Av6cb7XNXlMQnJ8ltpl6cZkl78bv3yMVK1DlCQRo6Ow4FeGhIw24ndL0f3G5LAGEYpB/Ok3w49+KI1paZzxEdHEKYpmW/lJL6tkvUnz9f1gWrGCRAQ3sbntMtoHHZYipFYmJqXztbS1FSM7PotvjCYSfUH8Hmdu17wSoO6Qk34b3cjlT6Et/K8DCFTKakndWJSfIrMYQmALD76glGjlbwPTSkYbcTvnUDQyMGQggyc1+Q+kKvssXCDqtj46i8dX5IKUl9exu1Z1vfDCRAoOsq7pZm0MSyhXiCqKXK7t799LNnxMcmSqpqYOA6zpqaNwfpaWrE39Old1klWRsZJ7+5+XoPAGtT0xRia1pVdQX8NPVbV49PDPJlVVqnssIg9flDNhef7OmTOyYrt4dReeu80Mvq8RFd9ciQAMGuLpxNIW1gUNzYsKxKp58/JzVTunrcNDCAo0RJ7sQgq8ON1He0o1u/VLHI2sgYZvbVesn6/Vm2n+mrx3Zf6erxiULanU7CN2+gNBtZ4yuXTT7+j8oWd0xWhoZBk3VXUlL3zkV8Fy58PSABGjo6qGpqAqVR2bU48anpl4e211ZJTE3rl3WbDX+kB2ft0VS1opDe1jPUtbdpS3yiKFkZHML8qsS3NnWX3PMlbQbA7q0lPHCtIoAVg7S5nISu9SOc1htaIQSp+7Mk7s+Q39wk+vd/ILe3LSM0pRTOpkZqzpypGOTBMkIlWrC3G/spH+aqxbonBOZanIlf/BKXz8fmo3kMw2ZpRwkI9EVwnfJVDLIidxKgOhzGc/4sSkntmOziU5KfTSNzOe0Y4XYTut5v+ZLgG4d01dYQ/uB9MGxaQRGGgShx8koWqb14Af+VEi9KvUlIgNMffhPPxbdQsnio+crp5Mz3PsJzgDrHiUN6z7Zy8Yc/QNTWvrKclLMDlFISeP8W57//UUUBKw4JcO6j73Dxxz8Cj0dTgn+tKYWUEt+1CFd//jPcPh+H2f2XauI4XrQv5vM8/uRTHv32d2wvLCKU2o1RX6iu2v1SUmLUeAh960M6fvoTvK2VWzaOHRJ2Q7ONLx6z+Oe/sPKv22SfLyFyOVCg7HZs9XU0dHZw+rvfpvnWzYoE4icO+RK2WCSbSLC9vEI+HkeaJk5vLe7GRjxNjXve/P+fhPw6tH8DjhCjN2FAQlEAAAAldEVYdGRhdGU6Y3JlYXRlADIwMTUtMDUtMTlUMDU6MjI6MjQrMDA6MDCiexmpAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDE1LTA1LTE5VDA1OjIyOjI0KzAwOjAw0yahFQAAAEZ0RVh0c29mdHdhcmUASW1hZ2VNYWdpY2sgNi43LjgtOSAyMDE0LTA1LTEyIFExNiBodHRwOi8vd3d3LmltYWdlbWFnaWNrLm9yZ9yG7QAAAAAYdEVYdFRodW1iOjpEb2N1bWVudDo6UGFnZXMAMaf/uy8AAAAYdEVYdFRodW1iOjpJbWFnZTo6aGVpZ2h0ADE5Mg8AcoUAAAAXdEVYdFRodW1iOjpJbWFnZTo6V2lkdGgAMTky06whCAAAABl0RVh0VGh1bWI6Ok1pbWV0eXBlAGltYWdlL3BuZz+yVk4AAAAXdEVYdFRodW1iOjpNVGltZQAxNDMyMDEyOTQ0zlCahgAAAA90RVh0VGh1bWI6OlNpemUAMEJClKI+7AAAAFZ0RVh0VGh1bWI6OlVSSQBmaWxlOi8vL21udGxvZy9mYXZpY29ucy8yMDE1LTA1LTE5Lzc3MDc1YjA0MjA3Y2VmYzljZjNmMzliM2QyZGQ2ZTg4Lmljby5wbmfaCuVLAAAAAElFTkSuQmCC"
"2024-06-24 16:59:09";"1";"547";"Bandizip";"7.36";"Alternative Archivsoftware. 7-Zip reicht für die meisten Anwendungen vollkommen aus. Bitte deinstallieren";"";"Internet";"Freemium";"";"";"x";"";"0";""
"2024-12-01 13:12:58";"5";"648";"Bankleitzahlen suchen - Bundesbank";"1.0";"Ermitteln der BLZ nach Bankname und/oder Ort";"";"";"";"";"";"";"https://www.bundesbank.de/dynamic/action/de/startseite/suche/bankleitzahlen-suche/747634/bankleitzahlen";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAACE0lEQVQ4jU2Ru2tUYRTEZ777ZXfzWCU+iFpYJBgSUCJYCD4QBDuxEBvrNPoHpLEQxH/AFxhQC4tUNhZCQBARxEJLA4JIDMbIaoxRs5vN3nu/GYtNJFOc4nCGc35nYNu2pG7dUlmmZOnLz7X6lRlcmr76+I3tIqVoGwBJ2yRggAQyAt0+YBg2AdgONmBsbkgSqc5yWnyo9hIIpQIACNIAAARAcpKNELT0QAv3HGpqzjlUsXhbS49S2AHDBmBJUTJAqK0yd/9hpBayOkdvGfDAUefcmS2uh9S91Xa0EmMVjaf+/Zrj0wBc5ptIg2faHU2NXXxbj63ieJc22raMwXPon3DqwAZpQ7ZT3uP2zMLp+e/F+WGTkhTE6I2GV2Zd2S8HG94SzEB9XNs3sWt+rP5NCrCCDSth9aWLVSOztc2jJA7EjbP730eWAGAHp1xxtw7dVxxEakvb4xNdtlPl+rvJT82hgLIUApQUqliZDZ9viFUzgwQn2GBYT71T488uDL9slRUjAYoGoEK9o+jZ606DgOIusCZvOP+Vle1XP8a//m0dg2jbiDJZdlQbceyLCzdRrungtbD6HPWTbNyp/cle/DiRlhunsg5ESRHdEFUgb6Y9lw0xtcPyk7L3SBqaLGOrL/vQjIVM/M8BJEBarh4Ag5UXI3eNTJWaa01rzggkur+L5KbVJF12WcEKLapD5dgaAEnyH4iZpw3Fhq+NAAAAAElFTkSuQmCC"
"2022-01-02 09:26:27";"7";"489";"Barracuda Archive Search";"5.3.4.0";"Outlook Addon für E-Mail-Archiv mit Barracuda Archiv Appliance";"";"aus Originalquelle";"Lizenzsoftware";"Barracuda Networks";"";"sc";"";"0";"data:image/x-icon;base64,AAABAAEAEBAAAAEACABoBQAAFgAAACgAAAAQAAAAIAAAAAEACAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAADOiAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAA/wAAAP8AAAD/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAP//AAD//wAAul8AABAfAAA4HwAAOB8AADwfAAB+HwAA/w8AAP+PAAD/xwAA/+MAAP/5AAD//QAA//8AAP//AAA="
